"","DATE","X","project_id","site_id","datetime","duration","variable","observation","update","meanTemp","minTemp","maxTemp","meanRH","minRH","maxRH","totalPrecipitation","meanWindSpeed","maxWindSpeed","meanTempLag1","minTempLag1","maxTempLag1","meanRHLag1","minRHLag1","maxRHLag1","totalPrecipitationLag1","meanWindSpeedLag1","maxWindSpeedLag1"
"246","2020-12-07",246,"neon4cast","HARV","2020-12-07","P1D","gcc_90",0.3352,0.3352,26.24,17,33,71.8,54,95,0,5.04,14,30.875,27,35,63.9166666666667,54,70,0,12.3333333333333,20
"247","2020-12-08",247,"neon4cast","HARV","2020-12-08","P1D","gcc_90",0.33357,0.33357,25.1612903225806,16,28,72.3548387096774,63,96,0,8.2258064516129,14,26.24,17,33,71.8,54,95,0,5.04,14
"248","2020-12-09",248,"neon4cast","HARV","2020-12-09","P1D","gcc_90",0.33041,0.33041,26.1219512195122,14,32,91.3170731707317,85,96,0.02,1.51219512195122,6,25.1612903225806,16,28,72.3548387096774,63,96,0,8.2258064516129,14
"249","2020-12-10",249,"neon4cast","HARV","2020-12-10","P1D","gcc_90",0.33146,0.33146,29.5454545454545,23,42,85.8787878787879,53,100,0,3.39393939393939,15,26.1219512195122,14,32,91.3170731707317,85,96,0.02,1.51219512195122,6
"250","2020-12-11",250,"neon4cast","HARV","2020-12-11","P1D","gcc_90",0.33225,0.33225,28.741935483871,20,46,87.741935483871,63,100,0,2.03225806451613,15,29.5454545454545,23,42,85.8787878787879,53,100,0,3.39393939393939,15
"251","2020-12-12",251,"neon4cast","HARV","2020-12-12","P1D","gcc_90",0.3344,0.3344,36.75,29,41,97.5333333333333,79,100,0.1,2.01666666666667,7,28.741935483871,20,46,87.741935483871,63,100,0,2.03225806451613,15
"252","2020-12-13",252,"neon4cast","HARV","2020-12-13","P1D","gcc_90",0.33371,0.33371,40.5384615384615,28,53,93.1923076923077,68,100,0.66,3.48076923076923,14,36.75,29,41,97.5333333333333,79,100,0.1,2.01666666666667,7
"253","2020-12-14",253,"neon4cast","HARV","2020-12-14","P1D","gcc_90",0.33132,0.33132,31.5769230769231,27,34,93.4807692307692,69,100,0.14,2.26923076923077,14,40.5384615384615,28,53,93.1923076923077,68,100,0.66,3.48076923076923,14
"254","2020-12-15",254,"neon4cast","HARV","2020-12-15","P1D","gcc_90",0.33052,0.33052,28.0833333333333,20,32,39.7083333333333,27,66,0,9.54166666666667,21,31.5769230769231,27,34,93.4807692307692,69,100,0.14,2.26923076923077,14
"255","2020-12-16",255,"neon4cast","HARV","2020-12-16","P1D","gcc_90",0.33082,0.33082,19.1333333333333,13,24,56.5,30,88,0.06,7.5,14,28.0833333333333,20,32,39.7083333333333,27,66,0,9.54166666666667,21
"256","2020-12-17",256,"neon4cast","HARV","2020-12-17","P1D","gcc_90",0.33187,0.33187,20.0178571428571,18,23,83.5357142857143,74,93,0.44,11.811320754717,17,19.1333333333333,13,24,56.5,30,88,0.06,7.5,14
"257","2020-12-18",257,"neon4cast","HARV","2020-12-18","P1D","gcc_90",0.33108,0.33108,17.375,4,27,69.5416666666667,43,95,0,5.41666666666667,10,20.0178571428571,18,23,83.5357142857143,74,93,0.44,11.811320754717,17
"258","2020-12-19",258,"neon4cast","HARV","2020-12-19","P1D","gcc_90",0.33076,0.33076,13.0357142857143,-3,28,81.4642857142857,51,95,0,0.428571428571429,6,17.375,4,27,69.5416666666667,43,95,0,5.41666666666667,10
"259","2020-12-20",259,"neon4cast","HARV","2020-12-20","P1D","gcc_90",0.3313,0.3313,27.4054054054054,15,34,89.8648648648649,66,96,0.05,4.24324324324324,8,13.0357142857143,-3,28,81.4642857142857,51,95,0,0.428571428571429,6
"260","2020-12-21",260,"neon4cast","HARV","2020-12-21","P1D","gcc_90",0.33235,0.33235,31.6909090909091,28,37,94.5636363636364,82,100,0,1.74545454545455,8,27.4054054054054,15,34,89.8648648648649,66,96,0.05,4.24324324324324,8
"261","2020-12-22",261,"neon4cast","HARV","2020-12-22","P1D","gcc_90",0.33149,0.33149,32.5757575757576,26,40,79.0909090909091,54,100,0,4.87878787878788,20,31.6909090909091,28,37,94.5636363636364,82,100,0,1.74545454545455,8
"262","2020-12-23",262,"neon4cast","HARV","2020-12-23","P1D","gcc_90",0.33147,0.33147,29.0833333333333,19,37,64.8333333333333,44,92,0,3.58333333333333,11,32.5757575757576,26,40,79.0909090909091,54,100,0,4.87878787878788,20
"263","2020-12-24",263,"neon4cast","HARV","2020-12-24","P1D","gcc_90",0.33273,0.33273,41.4838709677419,21,57,84.125,59,96,0.04,6.25,17,29.0833333333333,19,37,64.8333333333333,44,92,0,3.58333333333333,11
"264","2020-12-25",264,"neon4cast","HARV","2020-12-25","P1D","gcc_90",0.32872,0.32872,54.55,36,62,87.55,67,96,3.17,13.25,22,41.4838709677419,21,57,84.125,59,96,0.04,6.25,17
"265","2020-12-26",265,"neon4cast","HARV","2020-12-26","P1D","gcc_90",0.32956,0.32956,30.1875,26,35,64.6875,51,75,0,11.21875,18,54.55,36,62,87.55,67,96,3.17,13.25,22
"266","2020-12-27",266,"neon4cast","HARV","2020-12-27","P1D","gcc_90",0.32942,0.32942,26.0416666666667,18,36,75.75,48,96,0,2.83333333333333,8,30.1875,26,35,64.6875,51,75,0,11.21875,18
"267","2020-12-28",267,"neon4cast","HARV","2020-12-28","P1D","gcc_90",0.32955,0.32955,35.2258064516129,21,44,79.4193548387097,57,93,0,7.51612903225806,18,26.0416666666667,18,36,75.75,48,96,0,2.83333333333333,8
"268","2020-12-29",268,"neon4cast","HARV","2020-12-29","P1D","gcc_90",0.32876,0.32876,28.5,14,37,48.1666666666667,30,80,0,12.1304347826087,23,35.2258064516129,21,44,79.4193548387097,57,93,0,7.51612903225806,18
"269","2020-12-30",269,"neon4cast","HARV","2020-12-30","P1D","gcc_90",0.32858,0.32858,26.0833333333333,14,36,68.375,42,88,0.03,7.375,20,28.5,14,37,48.1666666666667,30,80,0,12.1304347826087,23
"270","2020-12-31",270,"neon4cast","HARV","2020-12-31","P1D","gcc_90",0.32747,0.32747,35.4375,24,40,84.75,60,100,0.25,6.625,17,26.0833333333333,14,36,68.375,42,88,0.03,7.375,20
"271","2021-01-01",271,"neon4cast","HARV","2021-01-01","P1D","gcc_90",0.32778,0.32778,28.4594594594595,19,34,87.8918918918919,64,100,0.58,0.648648648648649,7,35.4375,24,40,84.75,60,100,0.25,6.625,17
"272","2021-01-02",272,"neon4cast","HARV","2021-01-02","P1D","gcc_90",0.33179,0.33179,33.86,28,40,92.48,79,100,0.91,4.68,15,28.4594594594595,19,34,87.8918918918919,64,100,0.58,0.648648648648649,7
"273","2021-01-03",273,"neon4cast","HARV","2021-01-03","P1D","gcc_90",0.33137,0.33137,29.4210526315789,23,32,86.9473684210526,76,96,0.09,3.71052631578947,9,33.86,28,40,92.48,79,100,0.91,4.68,15
"274","2021-01-04",274,"neon4cast","HARV","2021-01-04","P1D","gcc_90",0.33101,0.33101,31.0769230769231,27,39,89.5641025641026,70,100,0,2.15384615384615,7,29.4210526315789,23,32,86.9473684210526,76,96,0.09,3.71052631578947,9
"275","2021-01-05",275,"neon4cast","HARV","2021-01-05","P1D","gcc_90",0.33161,0.33161,32.8421052631579,30,37,82.4473684210526,65,100,0.03,3.63157894736842,9,31.0769230769231,27,39,89.5641025641026,70,100,0,2.15384615384615,7
"276","2021-01-06",276,"neon4cast","HARV","2021-01-06","P1D","gcc_90",0.33152,0.33152,31.2758620689655,29,36,68.6551724137931,57,85,0,11.9310344827586,18,32.8421052631579,30,37,82.4473684210526,65,100,0.03,3.63157894736842,9
"277","2021-01-07",277,"neon4cast","HARV","2021-01-07","P1D","gcc_90",0.32969,0.32969,29.25,25,36,64.5,50,75,0,12.0833333333333,18,31.2758620689655,29,36,68.6551724137931,57,85,0,11.9310344827586,18
"278","2021-01-08",278,"neon4cast","HARV","2021-01-08","P1D","gcc_90",0.32966,0.32966,27.6666666666667,22,37,60.4166666666667,37,82,0,9.625,18,29.25,25,36,64.5,50,75,0,12.0833333333333,18
"279","2021-01-09",279,"neon4cast","HARV","2021-01-09","P1D","gcc_90",0.33069,0.33069,26.5,20,33,58.7083333333333,51,68,0,9.33333333333333,16,27.6666666666667,22,37,60.4166666666667,37,82,0,9.625,18
"280","2021-01-10",280,"neon4cast","HARV","2021-01-10","P1D","gcc_90",0.32957,0.32957,27.0416666666667,18,37,68.5416666666667,42,92,0,5.79166666666667,14,26.5,20,33,58.7083333333333,51,68,0,9.33333333333333,16
"281","2021-01-11",281,"neon4cast","HARV","2021-01-11","P1D","gcc_90",0.32957,0.32957,21.625,13,30,82.125,61,92,0,0.666666666666667,5,27.0416666666667,18,37,68.5416666666667,42,92,0,5.79166666666667,14
"282","2021-01-12",282,"neon4cast","HARV","2021-01-12","P1D","gcc_90",0.33093,0.33093,27.4166666666667,18,36,80.2916666666667,59,96,0,1.625,8,21.625,13,30,82.125,61,92,0,0.666666666666667,5
"283","2021-01-13",283,"neon4cast","HARV","2021-01-13","P1D","gcc_90",0.32938,0.32938,30.16,20,37,76.6,52,100,0,3.32,9,27.4166666666667,18,36,80.2916666666667,59,96,0,1.625,8
"284","2021-01-14",284,"neon4cast","HARV","2021-01-14","P1D","gcc_90",0.32996,0.32996,32.6849315068493,27,35,93.7123287671233,85,100,0.09,0.26027397260274,5,30.16,20,37,76.6,52,100,0,3.32,9
"285","2021-01-15",285,"neon4cast","HARV","2021-01-15","P1D","gcc_90",0.33056,0.33056,33.640625,28,39,87.515625,65,100,0,2.296875,10,32.6849315068493,27,35,93.7123287671233,85,100,0.09,0.26027397260274,5
"286","2021-01-16",286,"neon4cast","HARV","2021-01-16","P1D","gcc_90",0.3295,0.3295,37.8076923076923,35,41,90.8269230769231,70,100,1.8,5.75,14,33.640625,28,39,87.515625,65,100,0,2.296875,10
"287","2021-01-17",287,"neon4cast","HARV","2021-01-17","P1D","gcc_90",0.33067,0.33067,36.875,33,39,63.0416666666667,57,75,0,10.3913043478261,17,37.8076923076923,35,41,90.8269230769231,70,100,1.8,5.75,14
"288","2021-01-18",288,"neon4cast","HARV","2021-01-18","P1D","gcc_90",0.33097,0.33097,34.7083333333333,27,40,65,55,79,0,10.5,17,36.875,33,39,63.0416666666667,57,75,0,10.3913043478261,17
"289","2021-01-19",289,"neon4cast","HARV","2021-01-19","P1D","gcc_90",0.33028,0.33028,30.4166666666667,23,37,65.125,54,85,0,4.79166666666667,14,34.7083333333333,27,40,65,55,79,0,10.5,17
"290","2021-01-20",290,"neon4cast","HARV","2021-01-20","P1D","gcc_90",0.32958,0.32958,28.0384615384615,19,33,68.8846153846154,50,85,0,6.76923076923077,15,30.4166666666667,23,37,65.125,54,85,0,4.79166666666667,14
"291","2021-01-21",291,"neon4cast","HARV","2021-01-21","P1D","gcc_90",0.3295,0.3295,22.5277777777778,17,27,77.8055555555556,59,92,0,5.91666666666667,18,28.0384615384615,19,33,68.8846153846154,50,85,0,6.76923076923077,15
"292","2021-01-22",292,"neon4cast","HARV","2021-01-22","P1D","gcc_90",0.32954,0.32954,29,18,38,78.6666666666667,57,96,0,3.55555555555556,11,22.5277777777778,17,27,77.8055555555556,59,92,0,5.91666666666667,18
"293","2021-01-23",293,"neon4cast","HARV","2021-01-23","P1D","gcc_90",0.32946,0.32946,22.7083333333333,13,30,52.5416666666667,40,65,0,12.9166666666667,22,29,18,38,78.6666666666667,57,96,0,3.55555555555556,11
"294","2021-01-24",294,"neon4cast","HARV","2021-01-24","P1D","gcc_90",0.32871,0.32871,18.7083333333333,12,27,45.625,28,59,0,11.4583333333333,23,22.7083333333333,13,30,52.5416666666667,40,65,0,12.9166666666667,22
"295","2021-01-25",295,"neon4cast","HARV","2021-01-25","P1D","gcc_90",0.32911,0.32911,21.7916666666667,13,33,53.0416666666667,31,78,0,9.04166666666667,14,18.7083333333333,12,27,45.625,28,59,0,11.4583333333333,23
"296","2021-01-26",296,"neon4cast","HARV","2021-01-26","P1D","gcc_90",0.3309,0.3309,24.5813953488372,13,31,86.0697674418605,49,96,0.39,2,9,21.7916666666667,13,33,53.0416666666667,31,78,0,9.04166666666667,14
"297","2021-01-27",297,"neon4cast","HARV","2021-01-27","P1D","gcc_90",0.32872,0.32872,28.6304347826087,26,32,87.2173913043478,79,96,0.04,5.06521739130435,8,24.5813953488372,13,31,86.0697674418605,49,96,0.39,2,9
"298","2021-01-28",298,"neon4cast","HARV","2021-01-28","P1D","gcc_90",0.32926,0.32926,25.4871794871795,11,30,69.6666666666667,52,81,0,10.7179487179487,20,28.6304347826087,26,32,87.2173913043478,79,96,0.04,5.06521739130435,8
"299","2021-01-29",299,"neon4cast","HARV","2021-01-29","P1D","gcc_90",0.329,0.329,8.76923076923077,3,15,55.3461538461538,46,66,0,14.0384615384615,24,25.4871794871795,11,30,69.6666666666667,52,81,0,10.7179487179487,20
"300","2021-01-30",300,"neon4cast","HARV","2021-01-30","P1D","gcc_90",0.32919,0.32919,9.20833333333333,-2,20,60.125,40,83,0,6.125,15,8.76923076923077,3,15,55.3461538461538,46,66,0,14.0384615384615,24
"301","2021-01-31",301,"neon4cast","HARV","2021-01-31","P1D","gcc_90",0.33002,0.33002,9.45833333333333,-4,22,65.9166666666667,39,86,0,1.33333333333333,7,9.20833333333333,-2,20,60.125,40,83,0,6.125,15
"302","2021-02-01",302,"neon4cast","HARV","2021-02-01","P1D","gcc_90",0.33069,0.33069,23.4,10,30,81.4909090909091,62,92,0.14,9.52727272727273,17,9.45833333333333,-4,22,65.9166666666667,39,86,0,1.33333333333333,7
"303","2021-02-02",303,"neon4cast","HARV","2021-02-02","P1D","gcc_90",0.33218,0.33218,30.5918367346939,28,34,86,75,93,0.09,11.1632653061224,16,23.4,10,30,81.4909090909091,62,92,0.14,9.52727272727273,17
"304","2021-02-03",304,"neon4cast","HARV","2021-02-03","P1D","gcc_90",0.33038,0.33038,29.1111111111111,26,31,75.6666666666667,69,81,0,9.48148148148148,15,30.5918367346939,28,34,86,75,93,0.09,11.1632653061224,16
"305","2021-02-04",305,"neon4cast","HARV","2021-02-04","P1D","gcc_90",0.33075,0.33075,24.0217391304348,14,37,80.9565217391304,54,96,0,4.8695652173913,15,29.1111111111111,26,31,75.6666666666667,69,81,0,9.48148148148148,15
"306","2021-02-05",306,"neon4cast","HARV","2021-02-05","P1D","gcc_90",0.33107,0.33107,23.2758620689655,12,38,91.1724137931034,79,100,0,2.51724137931034,11,24.0217391304348,14,37,80.9565217391304,54,96,0,4.8695652173913,15
"307","2021-02-06",307,"neon4cast","HARV","2021-02-06","P1D","gcc_90",0.33153,0.33153,23.8378378378378,12,39,74.3243243243243,29,100,0,4.62162162162162,18,23.2758620689655,12,38,91.1724137931034,79,100,0,2.51724137931034,11
"308","2021-02-07",308,"neon4cast","HARV","2021-02-07","P1D","gcc_90",0.33103,0.33103,24.1509433962264,13,28,87.188679245283,68,93,0.24,4.33962264150943,9,23.8378378378378,12,39,74.3243243243243,29,100,0,4.62162162162162,18
"309","2021-02-08",309,"neon4cast","HARV","2021-02-08","P1D","gcc_90",0.32843,0.32843,17.5416666666667,9,26,59.5416666666667,34,84,0,4.78260869565217,14,24.1509433962264,13,28,87.188679245283,68,93,0.24,4.33962264150943,9
"310","2021-02-09",310,"neon4cast","HARV","2021-02-09","P1D","gcc_90",0.33042,0.33042,22.4814814814815,14,27,87.0555555555556,74,96,0.29,3.07407407407407,11,17.5416666666667,9,26,59.5416666666667,34,84,0,4.78260869565217,14
"311","2021-02-10",311,"neon4cast","HARV","2021-02-10","P1D","gcc_90",0.33056,0.33056,16.8571428571429,9,28,82.2142857142857,44,100,0,3.02380952380952,15,22.4814814814815,14,27,87.0555555555556,74,96,0.29,3.07407407407407,11
"312","2021-02-11",312,"neon4cast","HARV","2021-02-11","P1D","gcc_90",0.33096,0.33096,16.9583333333333,2,28,71.5833333333333,40,92,0,3.08333333333333,15,16.8571428571429,9,28,82.2142857142857,44,100,0,3.02380952380952,15
"313","2021-02-12",313,"neon4cast","HARV","2021-02-12","P1D","gcc_90",0.32989,0.32989,11.75,-5,22,54.5,30,87,0,4,15,16.9583333333333,2,28,71.5833333333333,40,92,0,3.08333333333333,15
"314","2021-02-13",314,"neon4cast","HARV","2021-02-13","P1D","gcc_90",0.33036,0.33036,20.3461538461538,7,28,44.9230769230769,28,70,0,3.80769230769231,9,11.75,-5,22,54.5,30,87,0,4,15
"315","2021-02-14",315,"neon4cast","HARV","2021-02-14","P1D","gcc_90",0.33105,0.33105,27.875,22,34,65.28125,58,85,0,2.59375,8,20.3461538461538,7,28,44.9230769230769,28,70,0,3.80769230769231,9
"316","2021-02-15",316,"neon4cast","HARV","2021-02-15","P1D","gcc_90",0.33145,0.33145,28.1041666666667,20,30,85.875,69,100,0.02,2.9375,8,27.875,22,34,65.28125,58,85,0,2.59375,8
"317","2021-02-16",317,"neon4cast","HARV","2021-02-16","P1D","gcc_90",0.33098,0.33098,34.1948051948052,26,39,94.051948051948,58,100,3.22,4.07792207792208,14,28.1041666666667,20,30,85.875,69,100,0.02,2.9375,8
"318","2021-02-17",318,"neon4cast","HARV","2021-02-17","P1D","gcc_90",0.33059,0.33059,22.0384615384615,14,29,51.3461538461538,27,77,0,9.53846153846154,20,34.1948051948052,26,39,94.051948051948,58,100,3.22,4.07792207792208,14
"319","2021-02-18",319,"neon4cast","HARV","2021-02-18","P1D","gcc_90",0.33133,0.33133,24,20,27,67.4193548387097,42,88,0,3.51612903225806,7,22.0384615384615,14,29,51.3461538461538,27,77,0,9.53846153846154,20
"320","2021-02-19",320,"neon4cast","HARV","2021-02-19","P1D","gcc_90",0.33067,0.33067,25.7558139534884,21,29,86.8953488372093,80,93,0.11,5.45348837209302,9,24,20,27,67.4193548387097,42,88,0,3.51612903225806,7
"321","2021-02-20",321,"neon4cast","HARV","2021-02-20","P1D","gcc_90",0.33073,0.33073,23.9705882352941,18,30,75.6176470588235,45,96,0,6.64705882352941,15,25.7558139534884,21,29,86.8953488372093,80,93,0.11,5.45348837209302,9
"322","2021-02-21",322,"neon4cast","HARV","2021-02-21","P1D","gcc_90",0.32974,0.32974,18.0416666666667,2,32,65.4583333333333,33,92,0,4.79166666666667,16,23.9705882352941,18,30,75.6176470588235,45,96,0,6.64705882352941,15
"323","2021-02-22",323,"neon4cast","HARV","2021-02-22","P1D","gcc_90",0.33044,0.33044,28.1754385964912,5,34,91,66,100,0.67,2.85964912280702,17,18.0416666666667,2,32,65.4583333333333,33,92,0,4.79166666666667,16
"324","2021-02-23",324,"neon4cast","HARV","2021-02-23","P1D","gcc_90",0.33078,0.33078,35,31,39,82.3125,70,96,0,7.625,15,28.1754385964912,5,34,91,66,100,0.67,2.85964912280702,17
"325","2021-02-24",325,"neon4cast","HARV","2021-02-24","P1D","gcc_90",0.33025,0.33025,41.5,35,46,56.7916666666667,40,70,0,11.0833333333333,18,35,31,39,82.3125,70,96,0,7.625,15
"326","2021-02-25",326,"neon4cast","HARV","2021-02-25","P1D","gcc_90",0.33117,0.33117,37.375,29,45,47.7083333333333,39,62,0,13.75,25,41.5,35,46,56.7916666666667,40,70,0,11.0833333333333,18
"327","2021-02-26",327,"neon4cast","HARV","2021-02-26","P1D","gcc_90",0.3303,0.3303,29.125,18,39,61,39,92,0,3.66666666666667,10,37.375,29,45,47.7083333333333,39,62,0,13.75,25
"328","2021-02-27",328,"neon4cast","HARV","2021-02-27","P1D","gcc_90",0.33054,0.33054,31.8591549295775,20,38,95.9577464788732,82,100,0.42,1.28169014084507,7,29.125,18,39,61,39,92,0,3.66666666666667,10
"329","2021-02-28",329,"neon4cast","HARV","2021-02-28","P1D","gcc_90",0.33076,0.33076,30.5925925925926,26,41,90.6296296296296,65,100,0,1.87037037037037,6,31.8591549295775,20,38,95.9577464788732,82,100,0.42,1.28169014084507,7
"330","2021-03-01",330,"neon4cast","HARV","2021-03-01","P1D","gcc_90",0.33102,0.33102,33.8,21,42,89.5,40,100,0.37,5.1375,25,30.5925925925926,26,41,90.6296296296296,65,100,0,1.87037037037037,6
"331","2021-03-02",331,"neon4cast","HARV","2021-03-02","P1D","gcc_90",0.330719102564103,0.330719102564103,17.2121212121212,9,25,48.0606060606061,26,80,0,19.5151515151515,29,33.8,21,42,89.5,40,100,0.37,5.1375,25
"332","2021-03-03",332,"neon4cast","HARV","2021-03-03","P1D","gcc_90",0.330541774193548,0.330541774193548,31.9583333333333,19,40,55.375,38,66,0,7.125,14,17.2121212121212,9,25,48.0606060606061,26,80,0,19.5151515151515,29
"333","2021-03-04",333,"neon4cast","HARV","2021-03-04","P1D","gcc_90",0.330356794871795,0.330356794871795,31.625,21,37,52.0833333333333,31,75,0,12.2083333333333,22,31.9583333333333,19,40,55.375,38,66,0,7.125,14
"334","2021-03-05",334,"neon4cast","HARV","2021-03-05","P1D","gcc_90",0.33018,0.33018,23,18,28,37.5416666666667,22,57,0,12.2916666666667,17,31.625,21,37,52.0833333333333,31,75,0,12.2083333333333,22
"335","2021-03-06",335,"neon4cast","HARV","2021-03-06","P1D","gcc_90",0.33027,0.33027,21.7916666666667,13,29,53.0416666666667,43,77,0,8.625,16,23,18,28,37.5416666666667,22,57,0,12.2916666666667,17
"336","2021-03-07",336,"neon4cast","HARV","2021-03-07","P1D","gcc_90",0.33023,0.33023,23.875,12,34,55.5833333333333,35,84,0,5.41666666666667,14,21.7916666666667,13,29,53.0416666666667,43,77,0,8.625,16
"337","2021-03-08",337,"neon4cast","HARV","2021-03-08","P1D","gcc_90",0.3302,0.3302,27.5,15,38,50,20,84,0,4.875,16,23.875,12,34,55.5833333333333,35,84,0,5.41666666666667,14
"338","2021-03-09",338,"neon4cast","HARV","2021-03-09","P1D","gcc_90",0.3309,0.3309,38.7083333333333,27,52,55.0416666666667,35,89,0,6,18,27.5,15,38,50,20,84,0,4.875,16
"339","2021-03-10",339,"neon4cast","HARV","2021-03-10","P1D","gcc_90",0.33073,0.33073,37.96,23,52,66.28,35,92,0,5.52,11,38.7083333333333,27,52,55.0416666666667,35,89,0,6,18
"340","2021-03-11",340,"neon4cast","HARV","2021-03-11","P1D","gcc_90",0.33113,0.33113,45.3157894736842,37,65,79.7368421052632,36,100,0,7.13157894736842,14,37.96,23,52,66.28,35,92,0,5.52,11
"341","2021-03-12",341,"neon4cast","HARV","2021-03-12","P1D","gcc_90",0.32976,0.32976,50.4166666666667,37,58,39.0416666666667,22,68,0,11.75,24,45.3157894736842,37,65,79.7368421052632,36,100,0,7.13157894736842,14
"342","2021-03-13",342,"neon4cast","HARV","2021-03-13","P1D","gcc_90",0.32893,0.32893,34.375,27,41,35.3333333333333,23,52,0,12.6666666666667,25,50.4166666666667,37,58,39.0416666666667,22,68,0,11.75,24
"343","2021-03-14",343,"neon4cast","HARV","2021-03-14","P1D","gcc_90",0.32922,0.32922,32.3,20,42,52.6666666666667,25,78,0,14.5666666666667,32,34.375,27,41,35.3333333333333,23,52,0,12.6666666666667,25
"344","2021-03-15",344,"neon4cast","HARV","2021-03-15","P1D","gcc_90",0.32808,0.32808,19.625,13,27,36.6666666666667,22,59,0,14.75,25,32.3,20,42,52.6666666666667,25,78,0,14.5666666666667,32
"345","2021-03-16",345,"neon4cast","HARV","2021-03-16","P1D","gcc_90",0.32881,0.32881,26.2916666666667,11,36,37,17,77,0,4.875,14,19.625,13,27,36.6666666666667,22,59,0,14.75,25
"346","2021-03-17",346,"neon4cast","HARV","2021-03-17","P1D","gcc_90",0.32937,0.32937,35.75,24,50,63.5,39,96,0,3.91666666666667,14,26.2916666666667,11,36,37,17,77,0,4.875,14
"347","2021-03-18",347,"neon4cast","HARV","2021-03-18","P1D","gcc_90",0.32896,0.32896,37.7105263157895,28,42,89.8421052631579,70,96,0.6,4.81578947368421,15,35.75,24,50,63.5,39,96,0,3.91666666666667,14
"348","2021-03-19",348,"neon4cast","HARV","2021-03-19","P1D","gcc_90",0.32804,0.32804,30.2916666666667,23,38,37.0416666666667,23,72,0,12.7916666666667,21,37.7105263157895,28,42,89.8421052631579,70,96,0.6,4.81578947368421,15
"349","2021-03-20",349,"neon4cast","HARV","2021-03-20","P1D","gcc_90",0.32834,0.32834,35.1666666666667,17,55,55.9166666666667,20,92,0,3.70833333333333,15,30.2916666666667,23,38,37.0416666666667,23,72,0,12.7916666666667,21
"350","2021-03-21",350,"neon4cast","HARV","2021-03-21","P1D","gcc_90",0.32855,0.32855,41.0833333333333,22,66,55.8333333333333,13,92,0,0.833333333333333,5,35.1666666666667,17,55,55.9166666666667,20,92,0,3.70833333333333,15
"351","2021-03-22",351,"neon4cast","HARV","2021-03-22","P1D","gcc_90",0.32848,0.32848,42.0833333333333,23,64,55.6666666666667,14,92,0,2.04166666666667,9,41.0833333333333,22,66,55.8333333333333,13,92,0,0.833333333333333,5
"352","2021-03-23",352,"neon4cast","HARV","2021-03-23","P1D","gcc_90",0.32816,0.32816,44.2083333333333,24,66,54.2083333333333,10,92,0,1.875,9,42.0833333333333,23,64,55.6666666666667,14,92,0,2.04166666666667,9
"353","2021-03-24",353,"neon4cast","HARV","2021-03-24","P1D","gcc_90",0.32872,0.32872,47,28,64,66.3333333333333,29,97,0.01,2.83333333333333,10,44.2083333333333,24,66,54.2083333333333,10,92,0,1.875,9
"354","2021-03-25",354,"neon4cast","HARV","2021-03-25","P1D","gcc_90",0.32893,0.32893,53.1803278688525,47,69,92.0983606557377,63,100,0.3,3.24590163934426,10,47,28,64,66.3333333333333,29,97,0.01,2.83333333333333,10
"355","2021-03-26",355,"neon4cast","HARV","2021-03-26","P1D","gcc_90",0.3321,0.3321,58.3,47,70,84.65,39,100,0.12,11.7948717948718,24,53.1803278688525,47,69,92.0983606557377,63,100,0.3,3.24590163934426,10
"356","2021-03-27",356,"neon4cast","HARV","2021-03-27","P1D","gcc_90",0.32887,0.32887,50.375,42,61,58.2916666666667,38,85,0,7.20833333333333,18,58.3,47,70,84.65,39,100,0.12,11.7948717948718,24
"357","2021-03-28",357,"neon4cast","HARV","2021-03-28","P1D","gcc_90",0.33316,0.33316,45.2173913043478,43,48,90.195652173913,74,100,1.6,4.84782608695652,13,50.375,42,61,58.2916666666667,38,85,0,7.20833333333333,18
"358","2021-03-29",358,"neon4cast","HARV","2021-03-29","P1D","gcc_90",0.32826,0.32826,41.5416666666667,29,47,48.4166666666667,29,75,0,14.9583333333333,29,45.2173913043478,43,48,90.195652173913,74,100,1.6,4.84782608695652,13
"359","2021-03-30",359,"neon4cast","HARV","2021-03-30","P1D","gcc_90",0.32859,0.32859,42.9583333333333,24,59,55.8333333333333,27,91,0,8.33333333333333,21,41.5416666666667,29,47,48.4166666666667,29,75,0,14.9583333333333,29
"360","2021-03-31",360,"neon4cast","HARV","2021-03-31","P1D","gcc_90",0.3307,0.3307,53.4864864864865,42,61,83.8648648648649,67,97,0.13,9.40540540540541,15,42.9583333333333,24,59,55.8333333333333,27,91,0,8.33333333333333,21
"361","2021-04-01",361,"neon4cast","HARV","2021-04-01","P1D","gcc_90",0.32929,0.32929,40.7297297297297,30,54,77.4054054054054,52,100,0.09,15.2702702702703,24,53.4864864864865,42,61,83.8648648648649,67,97,0.13,9.40540540540541,15
"362","2021-04-02",362,"neon4cast","HARV","2021-04-02","P1D","gcc_90",0.32782,0.32782,28.76,24,32,50.48,43,61,0,9.56,16,40.7297297297297,30,54,77.4054054054054,52,100,0.09,15.2702702702703,24
"363","2021-04-03",363,"neon4cast","HARV","2021-04-03","P1D","gcc_90",0.32798,0.32798,33.7083333333333,19,49,48.875,16,89,0,4.73913043478261,15,28.76,24,32,50.48,43,61,0,9.56,16
"364","2021-04-04",364,"neon4cast","HARV","2021-04-04","P1D","gcc_90",0.32878,0.32878,41.24,21,57,48,18,88,0,6.52,17,33.7083333333333,19,49,48.875,16,89,0,4.73913043478261,15
