"","uf","date","epiweek","cases","minTemp","medTemp","maxTemp","minPrecip","medPrecip","maxPrecip","minPressure","medPressure","maxPressure","minRH","medRH","maxRH","meanRainyDays","meanThermalRange","enso","iod","pdo","population","test"
"566","MG",2013-05-19,201321,5857,12.1148142857143,19.5275428571429,31.5073428571429,0,8.6,82.989,0.843371428571429,0.916371428571429,0.982557142857143,30.8402571428571,79.9866285714286,98.6170428571429,6.61104582843713,7.03859498069498,-0.876341,-1.724461,-0.807793,20203542,"Y"
"567","MG",2013-06-16,201325,1382,11.4597285714286,18.9919714285714,30.6605571428571,0,0.6414,40.3524,0.843642857142857,0.917071428571429,0.984085714285714,33.8772571428571,78.3539428571429,98.6692428571429,5.69682726204465,9.11010308880309,-0.79733,-0.75827,-0.940816,20203542,"Y"
"568","MG",2013-06-23,201326,810,12.1059428571429,19.3869857142857,30.7850571428571,0,1.4483,36.844,0.845157142857143,0.918085714285714,0.984857142857143,30.1548714285714,79.4210142857143,98.2520857142857,6.06110458284371,7.91819231156622,-0.638211,-0.678665,-0.920296,20203542,"Y"
"569","MG",2013-06-30,201327,589,10.5178714285714,18.4372142857143,28.8201714285714,0,1.1125,55.8124,0.846657142857143,0.919571428571429,0.9862,32.2476714285714,75.1630714285714,98.1351714285714,4.78025851938895,8.4603020144368,-0.732108,-0.909862,-0.790455,20203542,"Y"
"570","MG",2013-07-28,201331,191,6.8711,17.7870571428571,30.4062,0,0.015,8.4725,0.846914285714286,0.9199,0.987742857142857,22.1497,65.3622714285714,95.4965142857143,1.76028202115159,12.3487443847574,-0.481633,-0.22133,-0.57746,20203542,"Y"
"571","MG",2013-08-04,201332,175,9.5161,19.5077428571429,31.6608714285714,0,0.0214,7.4149,0.845,0.918014285714286,0.985585714285714,23.1678857142857,63.9721142857143,98.8159714285714,2.0834312573443,11.4209322645627,-0.534139,-0.673998,-0.761468,20203542,"Y"
"572","MG",2013-08-11,201333,123,8.60681428571429,19.5493142857143,31.5321571428571,0,0.7519,28.5639,0.844557142857143,0.917385714285714,0.984871428571429,24.9901428571429,65.9077714285714,97.2238857142857,5.02937720329025,9.76976288400201,-0.607633,-0.792,-0.705332,20203542,"Y"
"573","MG",2013-09-15,201338,144,13.0472142857143,22.3559285714286,34.1902428571429,0,2.6585,59.5574,0.8436,0.916671428571429,0.9847,24.5237,66.1599714285714,97.8793142857143,5.82491186839013,10.4883107940238,-0.552386,-1.327441,-0.586488,20203542,"Y"
"574","MG",2013-10-13,201342,183,12.6447142857143,20.7840285714286,32.4137571428571,7e-04,17.786,134.797,0.842128571428571,0.915342857142857,0.982942857142857,34.1925,73.6571428571429,97.3632,6.14453584018801,8.99460454926977,-0.440748,-0.945042,-0.349437,20203542,"Y"
"575","MG",2013-10-20,201343,199,14.58,22.9688571428571,34.1061571428571,0,5.2415,167.4384,0.843628571428572,0.915728571428571,0.982928571428571,32.8801857142857,70.0214142857143,98.0408142857143,6.13278495887192,9.77737891556152,-0.329951,-0.871592,-0.27416,20203542,"Y"
"576","MG",2013-10-27,201344,196,12.4481428571429,21.2003142857143,33.9334428571429,1e-04,5.7944,56.4473,0.842714285714286,0.914971428571429,0.981814285714286,29.7060285714286,71.4565857142857,97.3196714285714,6.60987074030552,8.01264608024173,-0.268689,-0.860476,-0.34968,20203542,"Y"
"577","MG",2013-11-24,201348,299,15.0355,21.2175571428571,29.6571857142857,1.0524,39.1425,383.7486,0.840714285714286,0.912628571428571,0.979328571428571,50.8178857142857,84.6388142857143,98.8176,6.99764982373678,5.69524979016283,-0.300233,-0.046591,-0.10828,20203542,"Y"
"578","MG",2013-12-01,201349,345,15.9231714285714,23.6870714285714,32.881,3e-04,23.6193,180.1999,0.840842857142857,0.913328571428571,0.978571428571429,37.2025,80.0533,97.8353857142857,6.8213866039953,8.11904418331375,-0.271957,-0.033809,-0.25905,20203542,"Y"
"579","MG",2013-12-08,201350,394,15.5456428571429,21.9348285714286,29.8921,0.4972,44.8022,341.0589,0.840571428571429,0.913171428571429,0.978,54.8215714285714,84.8764428571428,99.7312857142857,6.99764982373678,5.8286438979352,-0.339915,-0.131623,-0.415368,20203542,"Y"
"580","MG",2013-12-29,201401,542,16.9948,24.2315714285714,33.1460142857143,0,7.2103,93.0409,0.841785714285714,0.913885714285714,0.980085714285714,41.5375285714286,75.1400714285714,97.5695,6.13748531139835,9.1355895585026,-0.507722,-0.404661,-0.318055,20203542,"Y"
"581","MG",2014-01-05,201402,797,15.1733142857143,23.0612428571429,32.3337,0,2.1662,46.6336,0.843957142857143,0.915414285714286,0.981728571428571,38.9391428571429,69.9235857142857,97.1469142857143,6.25381903642773,8.84084495551452,-0.433217,-0.542931,-0.267996,20329718,"Y"
"582","MG",2014-01-12,201403,977,15.4037142857143,23.8659,31.7708714285714,0,7.768,125.609,0.844442857142857,0.916371428571429,0.982657142857143,37.9451428571429,69.9868285714286,96.8110428571429,6.57696827262045,9.3899344636562,-0.390568,-0.284453,-0.301865,20329718,"Y"
"583","MG",2014-02-09,201407,2287,15.0296571428571,24.4352285714286,32.8958142857143,0,0.722,39.4151,0.842657142857143,0.914385714285714,0.980842857142857,28.8606428571429,59.0705428571429,98.2872,5.76380728554642,9.95813822393822,-0.099973,0.138643,-0.144153,20329718,"Y"
"584","MG",2014-02-16,201408,2325,14.6854571428571,22.6289857142857,32.0983285714286,0.0076,13.0803,233.1714,0.843285714285714,0.914585714285714,0.980842857142857,30.1825,74.8726,97.9601285714286,6.98942420681551,7.57643521907,-0.041546,0.183588,-0.21323,20329718,"Y"
"585","MG",2014-02-23,201409,2061,15.3791428571429,24.0027,32.5097857142857,0,4.0715,79.3952,0.8426,0.914528571428571,0.980785714285714,32.4937714285714,68.6985142857143,97.6057714285714,6.85076380728555,9.18873518549606,0.164165,0.222894,0.338027,20329718,"Y"
"586","MG",2014-03-23,201413,3035,13.9174142857143,21.5645714285714,31.8573,0.0044,14.2715,140.9303,0.844971428571428,0.916271428571429,0.981614285714286,42.2716857142857,79.9009142857143,98.5575857142857,6.99647473560517,6.28159043142521,0.781855,0.465171,0.401933,20329718,"Y"
"587","MG",2014-03-30,201414,3104,14.9716857142857,22.3234571428571,31.5594714285714,0.0158,13.6856,129.0515,0.844528571428571,0.916228571428572,0.981714285714286,43.5553142857143,81.3084571428571,99.1510142857143,7,7.12863223098875,0.722581,0.348106,0.137827,20329718,"Y"
"588","MG",2014-04-27,201418,3177,8.99025714285714,18.2406142857143,30.3600714285714,0,0.1923,20.9187,0.8448,0.9178,0.984671428571429,27.3422,67.2553857142857,94.6209714285714,2.5475910693302,10.1498022830284,0.884963,-0.204988,0.283914,20329718,"Y"
"589","MG",2014-05-04,201419,2650,11.2719857142857,20.6784571428571,31.2858857142857,0,0.7825,21.1765,0.844257142857143,0.916985714285714,0.983242857142857,34.6387285714286,69.3568142857143,97.3262857142857,4.45593419506463,9.56169493033406,0.852227,-0.062498,0.655536,20329718,"Y"
"590","MG",2014-05-11,201420,2282,9.43808571428571,18.8297428571429,30.9040142857143,0,0.2164,26.3955,0.8449,0.9173,0.983857142857143,29.4517571428571,66.7768571428571,95.8088,3.47356051703878,9.92522936041632,0.868501,-0.222775,0.846394,20329718,"Y"
"591","MG",2014-06-08,201424,988,10.9455142857143,19.4419,30.0421571428571,0,1.021,72.4974,0.847685714285714,0.920185714285714,0.986842857142857,30.6795,73.1044714285714,99.3836285714286,4.89189189189189,8.12207557495384,0.559099,-0.190181,0.622883,20329718,"Y"
"592","MG",2014-06-15,201425,612,10.3873,18.9155714285714,29.3931857142857,0,0.9525,35.194,0.847942857142857,0.920528571428571,0.987242857142857,34.3452285714286,74.3634857142857,98.7618142857143,5.75440658049354,8.38038588215545,0.533331,-0.294136,0.659523,20329718,"Y"
"593","MG",2014-06-22,201426,514,9.14051428571429,18.2985428571429,29.8011857142857,0,0.2906,21.9731,0.846371428571429,0.9196,0.987085714285714,30.7219285714286,71.1304,98.1538714285714,3.37837837837838,10.0031142689273,0.535552,-0.575136,0.759011,20329718,"Y"
"594","MG",2014-07-13,201429,224,8.48632857142857,17.9110714285714,29.7726142857143,0,0.5826,14.9524,0.848085714285714,0.921657142857143,0.989071428571428,26.4040285714286,68.3074857142857,96.9937857142857,4.23149236192714,9.27411772704381,0.392692,-1.160258,0.79895,20329718,"Y"
"595","MG",2014-07-20,201430,180,8.44042857142857,17.8494857142857,30.0780714285714,0,11.7837,56.6958,0.845971428571429,0.919971428571429,0.987857142857143,30.6698,73.6098571428571,97.6054714285714,5.66039952996475,8.29456619103576,0.39832,-1.028143,0.642561,20329718,"Y"
"596","MG",2014-07-27,201431,170,8.74125714285714,16.8223857142857,28.7645285714286,0,6.0203,58.1733,0.848257142857143,0.921671428571429,0.988385714285714,34.5138857142857,75.5556142857143,97.3252571428571,6.02585193889542,7.82838576464663,0.416463,-0.751171,0.70512,20329718,"Y"
"597","MG",2014-08-24,201435,110,10.4875714285714,20.9569571428571,33.6848285714286,0,0.677,42.7519,0.844185714285714,0.916471428571429,0.984685714285714,19.0288285714286,57.2072428571429,95.8997,3.0235017626322,12.2487386436126,0.567808,-0.619691,1.08562,20329718,"Y"
"598","MG",2014-08-31,201436,135,11.2410142857143,21.1572285714286,33.9808857142857,0,1.6735,25.8416,0.844285714285714,0.916957142857143,0.984042857142857,21.4471571428571,60.5488285714286,95.3309142857143,5.39482961222092,10.866015125063,0.610548,-0.692323,1.13373,20329718,"Y"
"599","MG",2014-09-07,201437,159,9.49588571428571,20.0821285714286,34.1815571428571,0,0.0319,11.6497,0.845857142857143,0.918971428571429,0.987071428571428,18.8377857142857,57.2739571428571,97.3166142857143,2.71327849588719,12.1669550948464,0.66481,-0.365097,1.181465,20329718,"Y"
"600","MG",2014-10-05,201441,146,8.91811428571429,20.3218857142857,34.4050857142857,0,0.0386,8.9774,0.845385714285714,0.918514285714286,0.986514285714286,18.4510571428571,52.6278285714286,93.0446714285714,2.80023501762632,12.1037731744167,0.714569,-0.314716,1.262248,20329718,"Y"
"601","MG",2014-10-12,201442,145,14.6898428571429,26.4278,39.8555142857143,0,0.0942,7.1772,0.844714285714286,0.916057142857143,0.983885714285714,12.9855142857143,44.1592142857143,94.0492428571429,3.15158636897767,13.7246164344469,0.76254,-0.424308,1.169703,20329718,"Y"
"602","MG",2014-10-19,201443,156,14.0689571428571,23.1859857142857,35.0976,0,9.6326,88.7551,0.843442857142857,0.915271428571429,0.982414285714286,23.5328857142857,63.9693428571429,94.6900714285714,6.61809635722679,9.44734537518885,0.790785,-0.454511,1.025474,20329718,"Y"
"603","MG",2014-11-09,201446,185,13.8895142857143,22.0873,30.6807857142857,0.6036,34.5409,314.6141,0.839985714285714,0.912028571428571,0.977528571428571,51.7445857142857,80.2144,98.5195142857143,6.99882491186839,6.82535971126406,0.840955,-0.230516,1.184898,20329718,"Y"
"604","MG",2014-11-16,201447,234,12.1676142857143,21.2621285714286,30.8546857142857,0,2.2057,113.4202,0.843028571428571,0.914985714285714,0.981871428571429,32.3155857142857,66.6659857142857,94.8388571428571,5.40658049353702,9.23884547591069,0.775748,-0.36592,1.118132,20329718,"Y"
"605","MG",2014-11-23,201448,188,15.7544,21.902,31.3196,0.0014,47.7192,355.1735,0.841514285714286,0.9143,0.980071428571429,41.3227428571428,86.086,99.1146428571429,6.88249118683901,5.434328302837,0.740602,-0.461997,1.020176,20329718,"Y"
"606","MG",2014-12-21,201452,177,16.4140571428571,23.4480428571429,31.3533428571429,0.0109,13.5019,134.3148,0.843885714285714,0.915814285714286,0.981942857142857,41.4693285714286,77.5178285714286,97.6702285714286,6.62867215041128,8.05766325331543,0.666018,-0.878354,1.269413,20329718,"Y"
"607","MG",2014-12-28,201453,308,16.9280428571429,25.3236857142857,34.3089,0,2.1195,58.9883,0.842471428571429,0.914228571428571,0.979985714285714,26.9724,66.1008,96.9778571428571,4.58519388954172,10.5469118348162,0.678821,-1.112408,1.815,20329718,"Y"
"608","MG",2015-01-04,201501,643,15.9174,24.0807857142857,33.6792714285714,0,3.6974,113.43,0.844828571428571,0.916328571428571,0.983028571428571,26.6635714285714,67.1397285714286,96.4732571428571,5.75323149236193,9.42453523585698,0.783935,-1.442138,1.857449,20458988,"Y"
"609","MG",2015-02-01,201505,2028,15.2964285714286,23.4653571428571,32.5817714285714,0.6423,33.5383,187.2884,0.840171428571429,0.913085714285714,0.979157142857143,34.8318857142857,74.7800428571428,98.3507142857143,6.37837837837838,7.78818670471714,0.960401,0.144495,1.83487,20458988,"Y"
"610","MG",2015-02-08,201506,1940,16.1260285714286,23.0275285714286,32.0195714285714,0.0448,20.9941,248.2393,0.8434,0.915971428571429,0.981957142857143,35.9269,78.3316714285714,97.6892714285714,6.50998824911868,7.98031997649824,1.057589,0.384094,2.169429,20458988,"Y"
"611","MG",2015-03-08,201510,5737,15.9097714285714,23.6269428571429,34.1687285714286,0,14.5606,176.5588,0.841485714285714,0.913585714285714,0.979385714285714,30.9181571428571,78.6118571428571,98.8954142857143,6.51116333725029,8.09086013093839,1.35073,0.247369,2.233886,20458988,"Y"
"612","MG",2015-03-15,201511,6963,14.7995714285714,22.6343714285714,32.1401428571429,0.0012,13.9139,129.2362,0.842757142857143,0.914285714285714,0.9799,35.0164857142857,78.9554428571429,98.5589142857143,6.84136310223267,7.07831603155951,1.478823,0.246768,2.162431,20458988,"Y"
"613","MG",2015-03-22,201512,7394,14.5223571428571,22.3759857142857,31.6584857142857,0.1956,19.3587,156.9808,0.844042857142857,0.916314285714286,0.981728571428571,45.6665857142857,80.6508,97.9046857142857,6.63689776733255,7.89736004700353,1.640313,0.347422,1.978557,20458988,"Y"
"614","MG",2015-04-19,201516,15572,15.4882,22.7979571428571,33.1827428571429,0.0115,8.2593,109.6429,0.843614285714286,0.915328571428571,0.980514285714286,38.0991428571429,82.4595428571429,98.7782428571429,6.97179788484136,7.30381410105758,1.753623,0.434244,1.589245,20458988,"Y"
"615","MG",2015-04-26,201517,17565,11.7840714285714,20.0996857142857,28.9722428571429,0,3.9363,96.4435,0.843885714285714,0.915885714285714,0.982057142857143,42.1783285714286,76.8829285714286,98.5139714285714,6.74500587544066,7.26428492529797,1.80037,0.05678,1.575132,20458988,"Y"
"616","MG",2015-05-03,201518,15847,12.2068285714286,19.8985142857143,30.2190571428571,0,12.943,110.2685,0.844657142857143,0.916928571428571,0.9832,41.1666857142857,80.7716571428572,98.3630571428571,6.98354876615746,6.35540214873258,1.819013,0.421649,1.492901,20458988,"Y"
"617","MG",2015-05-24,201521,6640,11.4305285714286,19.6746,31.4091285714286,0,2.8279,37.9732,0.843614285714286,0.916414285714286,0.982842857142857,30.8558285714286,77.0796428571429,98.3617714285714,4.30434782608696,9.77632904146382,2.128376,-0.066068,1.807808,20458988,"Y"
"618","MG",2015-05-31,201522,4851,10.852,19.1456285714286,30.5728285714286,0,3.7517,59.7299,0.846642857142857,0.919185714285714,0.9857,32.4753142857143,81.4170428571429,98.7824285714286,6.5123384253819,7.63214483800571,1.989753,0.218668,1.622162,20458988,"Y"
"619","MG",2015-06-07,201523,4365,10.2623571428571,19.4505142857143,30.1038857142857,0,0.0574,13.8733,0.845171428571429,0.918028571428571,0.984628571428572,29.9393428571429,71.5972571428571,98.6830857142857,2.71092831962397,10.2614988752728,1.986012,0.285689,1.506255,20458988,"Y"
"620","MG",2015-07-05,201527,1028,10.4019571428571,18.9926857142857,30.5692714285714,0,1.2389,68.8693,0.845714285714286,0.918757142857143,0.985728571428571,31.6538571428571,76.5742857142857,97.7731,6.02467685076381,7.6732173577304,2.075409,0.306695,1.918626,20458988,"Y"
"621","MG",2015-07-12,201528,728,10.5164571428571,19.0791571428571,29.8743857142857,0,0.0815,32.3621,0.847285714285714,0.920542857142857,0.988028571428571,31.0457428571429,72.5660285714286,98.5818285714286,3.21621621621622,9.6310637737116,2.270136,0.333914,1.694335,20458988,"Y"
"622","MG",2015-07-19,201529,622,10.0972,18.8079285714286,29.7257857142857,0,0.915,25.5508,0.846428571428571,0.920128571428571,0.987285714285714,27.4836714285714,72.6567857142857,98.6280714285714,5.47238542890717,8.66867728722511,2.322317,0.344611,1.774541,20458988,"Y"
"623","MG",2015-08-16,201533,271,9.66535714285714,19.9243571428571,31.5748285714286,0,0.781,34.7338,0.845242857142857,0.918314285714286,0.9859,25.2432285714286,65.9585714285714,98.2172428571429,4.68507638072855,9.96007470203122,2.513629,0.63414,1.82295,20458988,"Y"
"624","MG",2015-08-23,201534,218,10.8429571428571,21.2319571428571,33.9135,0,1.6765,75.5675,0.844757142857143,0.916885714285714,0.984071428571429,19.2240142857143,64.8029,97.9386571428571,5.11985898942421,11.2755326338761,2.536386,0.555184,2.072092,20458988,"Y"
"625","MG",2015-09-20,201538,254,13.3517142857143,24.4723428571429,36.8059571428571,0,0.0208,12.5096,0.843428571428571,0.9149,0.982842857142857,15.8787714285714,52.6358142857143,94.5216285714286,1.27144535840188,13.4749215041128,2.687999,0.783829,1.981532,20458988,"Y"
"626","MG",2015-09-27,201539,255,15.1075571428571,24.9583714285714,37.0381857142857,0,0.8614,97.4949,0.842514285714286,0.914057142857143,0.9817,12.0271142857143,56.5769428571429,96.9999142857143,4.69917743830787,11.2706538526104,2.750123,0.608026,1.99978,20458988,"Y"
"627","MG",2015-10-04,201540,277,13.5365714285714,23.6461142857143,36.7549714285714,0,1.1569,51.545,0.843828571428571,0.915771428571429,0.983442857142857,17.3015714285714,57.8053,92.5942714285714,4.59459459459459,11.016015074702,2.926312,0.871196,2.251353,20458988,"Y"
"628","MG",2015-11-01,201544,514,16.5050285714286,25.5561714285714,37.2878,0,0.8476,134.2108,0.842514285714286,0.913771428571429,0.980642857142857,16.1444571428571,62.0913285714286,98.4145857142857,5.16921269095182,9.95807092496223,2.985921,1.356977,1.911943,20458988,"Y"
"629","MG",2015-11-08,201545,697,16.5951428571429,26.1336285714286,38.5957571428571,0,4.7897,124.1103,0.843171428571429,0.914328571428571,0.981157142857143,14.9563428571429,60.9071571428571,97.9878428571429,5.96122209165687,10.3701693637737,2.926458,1.231997,1.717015,20458988,"Y"
"630","MG",2015-11-15,201546,1004,16.7923428571429,23.7508428571429,34.6181285714286,0.005,40.4603,248.1745,0.839271428571429,0.911685714285714,0.977128571428571,32.4579285714286,82.6983428571429,98.7168714285714,7,6.96219699513178,2.890538,1.297681,1.537127,20458988,"Y"
"631","MG",2015-12-06,201549,2611,16.5273428571429,24.0816142857143,35.7277,0.0102,28.5955,206.7585,0.842157142857143,0.914628571428571,0.979928571428571,27.0858714285714,81.9117857142857,98.6660571428572,6.49353701527615,7.88906337082424,2.950304,0.757504,1.131596,20458988,"Y"
"632","MG",2015-12-13,201550,3129,16.4110571428571,24.8214428571429,36.0967142857143,0,3.1018,157.6135,0.843557142857143,0.914985714285714,0.981328571428571,19.6270714285714,71.0361571428571,98.5493714285714,6.49941245593419,9.25112469363774,2.872998,0.50261,1.116586,20458988,"Y"
"633","MG",2015-12-20,201551,3759,15.9971428571429,24.5484285714286,35.5540285714286,0,5.3521,110.0221,0.843771428571429,0.915585714285714,0.982271428571429,23.1726428571429,68.54,96.6915857142857,6.50176263219741,9.12652904146382,2.740672,0.364469,1.2082,20458988,"Y"
"634","MG",2016-01-03,201601,10576,15.5359285714286,23.0802428571429,31.9001428571429,0.6356,20.1467,205.2217,0.841828571428571,0.9139,0.9793,43.038,76.2652285714286,97.8627285714286,6.94712103407756,7.18802877287225,2.854668,0.151113,1.4176,20576924,"Y"
"635","MG",2016-01-10,201602,12775,17.4940285714286,23.1978428571429,33.4071285714286,0.402,48.2969,353.0664,0.839957142857143,0.913085714285714,0.978385714285714,44.9946571428571,84.1780714285714,98.8011571428572,7,4.8361935202283,2.905912,0.568571,1.671054,20576924,"Y"
"636","MG",2016-01-17,201603,14330,14.2863857142857,21.1989428571429,28.9467428571429,0.1845,76.8254,574.0839,0.8413,0.9121,0.977542857142857,59.3153142857143,88.9537857142857,99.8577142857143,7,4.54593709921101,2.887751,0.823221,1.782708,20576924,"Y"
"637","MG",2016-01-24,201604,17209,16.0888857142857,23.1372857142857,30.7758714285714,0.3531,23.8863,219.4378,0.842771428571429,0.914742857142857,0.980571428571429,57.3251857142857,82.5660857142857,98.9559428571429,7,7.24706256504952,2.7898,1.011929,1.762437,20576924,"Y"
"638","MG",2016-01-31,201605,21598,15.7256285714286,24.1912857142857,31.9193142857143,0,0.9579,45.2814,0.8446,0.916014285714286,0.9819,40.3022142857143,69.6001857142857,97.8689142857143,6.4876615746181,9.3306488668793,2.752513,0.79804,1.852365,20576924,"Y"
"639","MG",2016-02-07,201606,26548,16.1231428571429,24.4071571428571,33.3122,0,9.1944,308.6337,0.843914285714286,0.915428571428571,0.981214285714286,33.168,70.7171,96.8350428571429,5.60634547591069,8.94109340271949,2.574299,0.591364,1.932367,20576924,"Y"
"640","MG",2016-02-14,201607,38014,16.9264142857143,24.4937714285714,34.5403,0,9.0051,124.6198,0.842814285714286,0.9148,0.980485714285714,29.9103142857143,75.6410428571429,98.4233571428571,6.58519388954172,8.78143003189525,2.353955,0.42519,1.996685,20576924,"Y"
"641","MG",2016-02-21,201608,42453,16.1992714285714,24.6861142857143,34.6996285714286,0,4.0803,111.4639,0.843242857142857,0.915142857142857,0.980928571428571,29.1654428571429,72.5773428571429,98.6835714285714,6.89659224441833,8.80373367466846,2.257534,0.539092,2.273748,20576924,"Y"
"642","MG",2016-02-28,201609,39561,15.9792,24.0796142857143,35.2449571428571,0,11.548,155.1502,0.843214285714286,0.915057142857143,0.980628571428571,29.9311285714286,76.9698571428571,98.6415571428571,6.72502937720329,8.20661922108444,2.145453,0.804077,2.265818,20576924,"Y"
"643","MG",2016-03-06,201610,38327,16.2584857142857,23.8813714285714,34.4542428571429,2e-04,10.9128,116.9318,0.842914285714286,0.915071428571429,0.980671428571429,29.9374142857143,77.429,97.7647428571429,6.88249118683901,7.73227814336075,2.148546,0.825453,2.050267,20576924,"Y"
"644","MG",2016-03-13,201611,37078,14.9255285714286,23.0131571428571,33.8328857142857,0,9.3162,185.609,0.846428571428571,0.917585714285714,0.983071428571429,29.9445714285714,78.3369571428571,99.0677571428571,6.93066980023502,7.66531661910358,1.961749,0.82591,1.840041,20576924,"Y"
"645","MG",2016-03-20,201612,31468,15.6177857142857,24.1243428571429,34.7758428571429,0,7.2785,165.9218,0.844242857142857,0.915957142857143,0.981542857142857,28.2845714285714,73.9663857142857,96.8937714285714,6.64747356051704,8.88223535336579,1.708663,0.753954,1.987782,20576924,"Y"
"646","MG",2016-03-27,201613,34344,15.0305,24.2283,35.1039,0,5.4581,67.5727,0.845685714285714,0.917085714285714,0.982614285714286,25.1121428571429,74.9425714285714,98.7494714285714,6.10810810810811,9.16147047171395,1.625636,0.488376,2.110441,20576924,"Y"
"647","MG",2016-04-03,201614,35626,14.4991571428571,24.1985714285714,34.3787,0,0.3583,10.0227,0.844514285714286,0.9158,0.981385714285714,28.7771285714286,66.6002,97.8138428571429,4.74500587544066,9.80395205640423,1.608642,1.000444,2.180343,20576924,"Y"
"648","MG",2016-04-10,201615,30729,15.2682,24.1093714285714,34.4327857142857,0,0.2675,9.9945,0.845585714285714,0.916485714285714,0.982614285714286,22.3345428571429,63.2592142857143,97.4931857142857,4.05640423031727,9.89988967601142,1.393868,0.80251,1.725049,20576924,"Y"
"649","MG",2016-04-17,201616,24494,14.0045428571429,23.6581714285714,33.0340571428571,0,0.534,12.9685,0.845671428571429,0.917342857142857,0.983314285714286,30.1113571428571,66.6369571428571,97.4155285714286,5.31962397179788,9.26570758771194,1.300321,0.610927,1.723242,20576924,"Y"
"650","MG",2016-04-24,201617,20812,13.6110714285714,21.9322428571429,33.6114571428571,0,14.803,126.1226,0.841871428571428,0.9144,0.980442857142857,27.7286142857143,70.1462571428571,97.1317571428572,5.03995299647474,8.47000882994796,1.196091,0.312108,1.766475,20576924,"Y"
"651","MG",2016-05-01,201618,15119,8.90844285714286,19.7891428571429,32.9882,0,1.2415,37.3304,0.845228571428571,0.9179,0.984185714285714,29.1275142857143,71.7364142857143,98.4946142857143,4.50411280846063,9.62649904314252,1.075409,0.558917,1.771793,20576924,"Y"
"652","MG",2016-05-08,201619,9565,12.7163428571429,21.4394285714286,33.4156571428571,0,2.0559,71.0285,0.845257142857143,0.917328571428571,0.983585714285714,24.3609142857143,73.9931285714286,97.7521714285714,4.98119858989424,8.67862585193889,0.972803,0.21935,1.957857,20576924,"Y"
"653","MG",2016-05-15,201620,6561,12.8423,21.1127285714286,32.4175285714286,0,3.426,69.9865,0.844728571428571,0.9179,0.983957142857143,31.2673428571429,78.5008571428571,98.4612,6.76850763807286,7.94263360752056,0.905176,-0.228228,1.985588,20576924,"Y"
"654","MG",2016-05-22,201621,3787,10.3088142857143,19.6377714285714,31.0826285714286,0,0.7279,38.9331,0.846571428571429,0.9196,0.986071428571429,31.3990714285714,73.6912285714286,97.3082714285714,5.96239717978848,8.13849479603827,0.780693,-0.793398,1.915721,20576924,"Y"
"655","MG",2016-05-29,201622,2606,11.6348571428571,20.9286142857143,33.1754571428571,0,3.6871,111.9628,0.8423,0.915457142857143,0.980985714285714,25.6781285714286,73.5679142857143,98.6269571428571,4.72267920094007,9.70571799563539,0.715437,-1.25,1.898159,20576924,"Y"
"656","MG",2016-06-05,201623,1547,9.70627142857143,20.1442142857143,33.7601285714286,0,7.8426,142.1846,0.843657142857143,0.916742857142857,0.982471428571429,29.7412714285714,76.7924428571429,98.5575,5.65687426556992,7.61043573946617,0.507105,-1.455711,1.901883,20576924,"Y"
"657","MG",2016-06-12,201624,984,4.85595714285714,16.1389142857143,28.4226428571429,0,0.2229,58.2868,0.8485,0.922057142857143,0.989528571428571,31.8474142857143,72.9295714285714,96.6510714285714,2.55581668625147,9.92412920933356,0.521356,-1.530708,1.766927,20576924,"Y"
"658","MG",2016-06-19,201625,611,9.72812857142857,17.9064857142857,29.6509571428571,0,0.624,25.4768,0.847757142857143,0.920657142857143,0.987857142857143,30.2794428571429,75.2507571428572,98.8481571428571,4.74500587544066,9.08816813832466,0.567863,-1.633125,1.787936,20576924,"Y"
"659","MG",2016-06-26,201626,392,8.40582857142857,17.6060571428571,28.3410714285714,0,0.4698,30.8683,0.850157142857143,0.923028571428571,0.989585714285714,31.1608714285714,76.5255714285714,99.1707571428571,5.63807285546416,8.01942692630519,0.564023,-1.597586,1.764362,20576924,"Y"
"660","MG",2016-07-03,201627,315,8.58971428571428,18.5961285714286,29.8741428571429,0,0.1861,24.6876,0.847271428571429,0.920714285714286,0.988028571428571,29.0656571428571,70.2907571428571,97.0657571428571,4.47003525264395,9.81757705220749,0.399754,-1.648111,1.430481,20576924,"Y"
"661","MG",2016-07-10,201628,247,10.0821571428571,20.3172142857143,32.5523571428571,0,0.0016,4.2275,0.843714285714286,0.917057142857143,0.984057142857143,22.6648428571429,60.8144,96.4508285714286,0.447708578143361,12.9684991774383,0.44026,-1.280136,1.248776,20576924,"Y"
"662","MG",2016-07-17,201629,178,7.12788571428572,18.5752285714286,31.9485285714286,0,0.9412,19.1803,0.845171428571429,0.918071428571429,0.985185714285714,24.0838428571429,68.7856,97.4723714285714,4.74030552291422,9.40415840188014,0.443457,-1.158841,1.064344,20576924,"Y"
"663","MG",2016-07-24,201630,147,9.72721428571429,19.3245714285714,31.4117142857143,0,0.3998,21.1458,0.846971428571429,0.919657142857143,0.986971428571429,25.4249571428571,66.9342428571429,97.9296571428572,3.67332549941246,9.9435898103072,0.396164,-1.246023,1.269774,20576924,"Y"
"664","MG",2016-07-31,201631,139,10.1052,18.8298714285714,30.8881,0,0.6226,24.4587,0.847228571428571,0.920614285714286,0.988028571428571,26.3128285714286,66.3689,96.7107142857143,4.76498237367803,9.39025135135135,0.228239,-1.690699,1.102494,20576924,"Y"
